,s0_wip,s1_wip,s2_wip,s3_wip,total_wip,finish,state
110,1,0,1,0,2,2,正常
111,0,1,1,0,2,2,正常
112,0,1,1,0,2,2,正常
113,0,0,1,1,2,2,正常
114,0,0,1,1,2,2,正常
115,0,0,1,0,1,3,正常
116,0,0,1,0,1,3,正常
117,0,0,1,0,1,3,正常
118,0,0,1,0,1,3,正常
119,0,0,0,1,1,3,正常
120,0,0,0,1,1,3,正常
121,0,0,0,0,0,4,正常
122,0,0,0,0,0,4,正常
123,0,0,0,0,0,0,正常
124,0,0,0,0,0,0,正常
125,0,0,0,0,0,0,正常
126,0,0,0,0,0,0,正常
127,1,0,0,0,1,0,正常
128,0,1,0,0,1,0,正常
129,0,1,0,0,1,0,正常
130,0,0,1,0,1,0,正常
131,0,0,1,0,1,0,正常
132,0,0,1,0,1,0,正常
133,1,0,1,0,2,0,正常
134,0,1,1,0,2,0,正常
135,0,1,1,0,2,0,正常
136,0,0,2,0,2,0,正常
137,0,0,1,1,2,0,正常
138,0,0,1,1,2,0,正常
139,1,0,1,0,2,1,正常
140,0,1,1,0,2,1,正常
141,0,1,1,0,2,1,正常
142,0,0,2,0,2,1,正常
143,0,0,1,1,2,1,正常
144,0,0,1,1,2,1,正常
145,1,0,1,0,2,2,正常
146,0,1,1,0,2,2,正常
147,0,1,1,0,2,2,正常
148,0,0,2,0,2,2,正常
149,0,0,1,1,2,2,正常
150,0,0,1,1,2,2,正常
151,1,0,1,0,2,3,正常
152,0,1,1,0,2,3,正常
153,0,1,1,0,2,3,正常
154,0,0,2,0,2,3,正常
155,0,0,1,1,2,3,正常
156,0,0,1,1,2,3,正常
157,0,0,1,0,1,4,正常
158,0,0,1,0,1,4,正常
159,0,0,1,0,1,4,正常
160,0,0,1,0,1,4,正常
161,0,0,0,1,1,4,正常
162,0,0,0,1,1,4,正常
163,0,0,0,0,0,5,正常
164,0,0,0,0,0,0,正常
165,0,0,0,0,0,0,正常
166,0,0,0,0,0,0,正常
167,0,0,0,0,0,0,正常
168,1,0,0,0,1,0,正常
169,0,1,0,0,1,0,正常
170,0,1,0,0,1,0,正常
171,0,0,1,0,1,0,正常
172,0,0,1,0,1,0,正常
173,0,0,1,0,1,0,正常
174,1,0,1,0,2,0,正常
175,0,1,1,0,2,0,正常
176,0,1,1,0,2,0,正常
177,0,0,2,0,2,0,正常
178,0,0,1,1,2,0,正常
179,0,0,1,1,2,0,正常
180,1,0,1,0,2,1,正常
181,0,1,1,0,2,1,正常
182,0,1,1,0,2,1,正常
183,0,0,2,0,2,1,正常
184,0,0,1,1,2,1,正常
185,0,0,1,1,2,1,正常
186,1,0,1,0,2,2,正常
187,0,1,1,0,2,2,正常
188,0,1,1,0,2,2,正常
189,0,0,2,0,2,2,正常
190,0,0,1,1,2,2,正常
191,0,0,1,1,2,2,正常
192,1,0,1,0,2,3,正常
193,0,1,1,0,2,3,正常
194,0,1,1,0,2,3,正常
195,0,0,2,0,2,3,正常
196,0,0,1,1,2,3,正常
197,0,0,1,1,2,3,正常
198,0,0,1,0,1,4,正常
199,0,0,1,0,1,4,正常
200,0,0,1,0,1,4,正常
201,0,0,1,0,1,4,正常
202,0,0,0,1,1,4,正常
203,0,0,0,1,1,4,正常
204,0,0,0,0,0,5,正常
205,0,0,0,0,0,0,正常
206,0,0,0,0,0,0,正常
207,0,0,0,0,0,0,正常
208,0,0,0,0,0,0,正常
209,1,0,0,0,1,0,正常
210,0,1,0,0,1,0,正常
211,0,1,0,0,1,0,正常
212,0,0,1,0,1,0,正常
213,0,0,1,0,1,0,正常
214,0,0,1,0,1,0,正常
215,1,0,1,0,2,0,正常
216,0,1,1,0,2,0,正常
217,0,1,1,0,2,0,正常
218,0,0,2,0,2,0,正常
219,0,0,1,1,2,0,正常
220,0,0,1,1,2,0,正常
221,1,0,1,0,2,1,正常
222,0,1,1,0,2,1,正常
223,0,1,1,0,2,1,正常
224,0,0,2,0,2,1,正常
225,0,0,1,1,2,1,正常
226,0,0,1,1,2,1,正常
227,1,0,1,0,2,2,正常
228,0,1,1,0,2,2,正常
229,0,1,1,0,2,2,正常
230,0,0,2,0,2,2,正常
231,0,0,1,1,2,2,正常
232,0,0,1,1,2,2,正常
233,1,0,1,0,2,3,正常
234,0,1,1,0,2,3,正常
235,0,1,1,0,2,3,正常
236,0,0,2,0,2,3,正常
237,0,0,1,1,2,3,正常
238,0,0,1,1,2,3,正常
239,0,0,1,0,1,4,正常
240,0,0,1,0,1,4,正常
241,0,0,1,0,1,4,正常
242,0,0,1,0,1,4,正常
243,0,0,0,1,1,4,正常
244,0,0,0,1,1,4,正常
245,0,0,0,0,0,5,正常
246,0,0,0,0,0,0,正常
247,0,0,0,0,0,0,正常
248,0,0,0,0,0,0,正常
249,0,0,0,0,0,0,正常
250,1,0,0,0,1,0,正常
251,0,1,0,0,1,0,正常
252,0,1,0,0,1,0,正常
253,0,0,1,0,1,0,正常
254,0,0,1,0,1,0,正常
255,0,0,1,0,1,0,正常
256,1,0,1,0,2,0,正常
257,0,1,1,0,2,0,正常
258,0,1,1,0,2,0,正常
259,0,0,2,0,2,0,正常
260,0,0,1,1,2,0,正常
261,0,0,1,1,2,0,正常
262,1,0,1,0,2,1,正常
263,0,1,1,0,2,1,正常
264,0,1,1,0,2,1,正常
265,0,0,2,0,2,1,正常
266,0,0,1,1,2,1,正常
267,0,0,1,1,2,1,正常
268,1,0,1,0,2,2,正常
269,0,1,1,0,2,2,正常
270,0,1,1,0,2,2,正常
271,0,0,2,0,2,2,正常
272,0,0,1,1,2,2,正常
273,0,0,1,1,2,2,正常
274,1,0,1,0,2,3,正常
275,0,1,1,0,2,3,正常
276,0,1,1,0,2,3,正常
277,0,0,2,0,2,3,正常
278,0,0,1,1,2,3,正常
279,0,0,1,1,2,3,正常
280,0,0,1,0,1,4,正常
281,0,0,1,0,1,4,正常
282,0,0,1,0,1,4,正常
283,0,0,1,0,1,4,正常
284,0,0,0,1,1,4,正常
285,0,0,0,1,1,4,正常
286,0,0,0,0,0,5,正常
287,0,0,0,0,0,0,正常
288,0,0,0,0,0,0,正常
289,0,0,0,0,0,0,正常
290,0,0,0,0,0,0,正常
291,1,0,0,0,1,0,正常
292,0,1,0,0,1,0,正常
293,0,1,0,0,1,0,正常
294,0,0,1,0,1,0,正常
295,0,0,1,0,1,0,正常
296,0,0,1,0,1,0,正常
297,1,0,1,0,2,0,正常
298,0,1,1,0,2,0,正常
299,0,1,1,0,2,0,正常
300,0,0,2,0,2,0,正常
301,0,0,1,1,2,0,正常
302,0,0,1,1,2,0,正常
303,1,0,1,0,2,1,正常
304,0,1,1,0,2,1,正常
305,0,1,1,0,2,1,正常
306,0,0,2,0,2,1,正常
307,0,0,1,1,2,1,正常
308,0,0,1,1,2,1,正常
309,1,0,1,0,2,2,正常
310,0,1,1,0,2,2,正常
311,0,1,1,0,2,2,正常
312,0,0,2,0,2,2,正常
313,0,0,1,1,2,2,正常
314,0,0,1,1,2,2,正常
315,1,0,1,0,2,3,正常
316,0,1,1,0,2,3,正常
317,0,1,1,0,2,3,正常
318,0,0,2,0,2,3,正常
319,0,0,1,1,2,3,正常
320,0,0,1,1,2,3,正常
321,0,0,1,0,1,4,正常
322,0,0,1,0,1,4,正常
323,0,0,1,0,1,4,正常
324,0,0,1,0,1,4,正常
325,0,0,0,1,1,4,正常
326,0,0,0,1,1,4,正常
327,0,0,0,0,0,5,正常
328,0,0,0,0,0,0,正常
329,0,0,0,0,0,0,正常
330,0,0,0,0,0,0,正常
331,0,0,0,0,0,0,正常
332,1,0,0,0,1,0,正常
333,0,1,0,0,1,0,正常
334,0,1,0,0,1,0,正常
335,0,0,1,0,1,0,正常
336,0,0,1,0,1,0,正常
337,0,0,1,0,1,0,正常
338,1,0,1,0,2,0,正常
339,0,1,1,0,2,0,正常
340,0,1,1,0,2,0,正常
341,0,0,2,0,2,0,正常
342,0,0,1,1,2,0,正常
343,0,0,1,1,2,0,正常
344,1,0,1,0,2,1,正常
345,0,1,1,0,2,1,正常
346,0,1,1,0,2,1,正常
347,0,0,2,0,2,1,正常
348,0,0,1,1,2,1,正常
349,0,0,1,1,2,1,正常
350,1,0,1,0,2,2,正常
351,0,1,1,0,2,2,正常
352,0,1,1,0,2,2,正常
353,0,0,2,0,2,2,正常
354,0,0,1,1,2,2,正常
355,0,0,1,1,2,2,正常
356,1,0,1,0,2,3,正常
357,0,1,1,0,2,3,正常
358,0,1,1,0,2,3,正常
359,0,0,2,0,2,3,正常
360,0,0,1,1,2,3,正常
361,0,0,1,1,2,3,正常
362,0,0,1,0,1,4,正常
363,0,0,1,0,1,4,正常
364,0,0,1,0,1,4,正常
365,0,0,1,0,1,4,正常
366,0,0,0,1,1,4,正常
367,0,0,0,1,1,4,正常
368,0,0,0,0,0,5,正常
369,0,0,0,0,0,0,正常
370,0,0,0,0,0,0,正常
371,0,0,0,0,0,0,正常
372,0,0,0,0,0,0,正常
373,1,0,0,0,1,0,正常
374,0,1,0,0,1,0,正常
375,0,1,0,0,1,0,正常
376,0,0,1,0,1,0,正常
377,0,0,1,0,1,0,正常
378,0,0,1,0,1,0,正常
379,1,0,1,0,2,0,正常
380,0,1,1,0,2,0,正常
381,0,1,1,0,2,0,正常
382,0,0,2,0,2,0,正常
383,0,0,1,1,2,0,正常
384,0,0,1,1,2,0,正常
385,1,0,1,0,2,1,正常
386,0,1,1,0,2,1,正常
387,0,1,1,0,2,1,正常
388,0,0,2,0,2,1,正常
389,0,0,1,1,2,1,正常
390,0,0,1,1,2,1,正常
391,1,0,1,0,2,2,正常
392,0,1,1,0,2,2,正常
393,0,1,1,0,2,2,正常
394,0,0,2,0,2,2,正常
395,0,0,1,1,2,2,正常
396,0,0,1,1,2,2,正常
397,1,0,1,0,2,3,正常
398,0,1,1,0,2,3,正常
399,0,1,1,0,2,3,正常
400,0,0,2,0,2,3,正常
401,0,0,1,1,2,3,正常
402,0,0,1,1,2,3,正常
403,0,0,1,0,1,4,正常
404,0,0,1,0,1,4,正常
405,0,0,1,0,1,4,正常
406,0,0,1,0,1,4,正常
407,0,0,0,1,1,4,正常
408,0,0,0,1,1,4,正常
409,0,0,0,0,0,5,正常
410,0,0,0,0,0,0,正常
411,0,0,0,0,0,0,正常
412,0,0,0,0,0,0,正常
413,0,0,0,0,0,0,正常
414,1,0,0,0,1,0,正常
415,0,1,0,0,1,0,正常
416,0,1,0,0,1,0,正常
417,0,0,1,0,1,0,正常
418,0,0,1,0,1,0,正常
419,0,0,1,0,1,0,正常
420,1,0,1,0,2,0,正常
421,0,1,1,0,2,0,正常
422,0,1,1,0,2,0,正常
423,0,0,2,0,2,0,正常
424,0,0,1,1,2,0,正常
425,0,0,1,1,2,0,正常
426,1,0,1,0,2,1,正常
427,0,1,1,0,2,1,正常
428,0,1,1,0,2,1,正常
429,0,0,2,0,2,1,正常
430,0,0,1,1,2,1,正常
431,0,0,1,1,2,1,正常
432,1,0,1,0,2,2,正常
433,0,1,1,0,2,2,正常
434,0,1,1,0,2,2,正常
435,0,0,2,0,2,2,正常
436,0,0,1,1,2,2,正常
437,0,0,1,1,2,2,正常
438,1,0,1,0,2,3,正常
439,0,1,1,0,2,3,正常
440,0,1,1,0,2,3,正常
441,0,0,2,0,2,3,正常
442,0,0,1,1,2,3,正常
443,0,0,1,1,2,3,正常
444,0,0,1,0,1,4,正常
445,0,0,1,0,1,4,正常
446,0,0,1,0,1,4,正常
447,0,0,1,0,1,4,正常
448,0,0,0,1,1,4,正常
449,0,0,0,1,1,4,正常
450,0,0,0,0,0,5,正常
451,0,0,0,0,0,0,正常
452,0,0,0,0,0,0,正常
453,0,0,0,0,0,0,正常
454,0,0,0,0,0,0,正常
455,1,0,0,0,1,0,正常
456,0,1,0,0,1,0,正常
457,0,1,0,0,1,0,正常
458,0,0,1,0,1,0,正常
459,0,0,1,0,1,0,正常
460,0,0,1,0,1,0,正常
461,1,0,1,0,2,0,正常
462,0,1,1,0,2,0,正常
463,0,1,1,0,2,0,正常
464,0,0,2,0,2,0,正常
465,0,0,1,1,2,0,正常
466,0,0,1,1,2,0,正常
467,1,0,1,0,2,1,正常
468,0,1,1,0,2,1,正常
469,0,1,1,0,2,1,正常
470,0,0,2,0,2,1,正常
471,0,0,1,1,2,1,正常
472,0,0,1,1,2,1,正常
473,1,0,1,0,2,2,正常
474,0,1,1,0,2,2,正常
475,0,1,1,0,2,2,正常
476,0,0,2,0,2,2,正常
477,0,0,1,1,2,2,正常
478,0,0,1,1,2,2,正常
479,1,0,1,0,2,3,正常
480,0,1,1,0,2,3,正常
481,0,1,1,0,2,3,正常
482,0,0,2,0,2,3,正常
483,0,0,1,1,2,3,正常
484,0,0,1,1,2,3,正常
485,0,0,1,0,1,4,正常
486,0,0,1,0,1,4,正常
487,0,0,1,0,1,4,正常
488,0,0,1,0,1,4,正常
489,0,0,0,1,1,4,正常
490,0,0,0,1,1,4,正常
491,0,0,0,0,0,5,正常
492,0,0,0,0,0,0,正常
493,0,0,0,0,0,0,正常
494,0,0,0,0,0,0,正常
495,0,0,0,0,0,0,正常
496,1,0,0,0,1,0,正常
497,0,1,0,0,1,0,正常
498,0,1,0,0,1,0,正常
499,0,0,1,0,1,0,正常
500,0,0,1,0,1,0,正常
501,0,0,1,0,1,0,正常
502,1,0,1,0,2,0,正常
503,0,1,1,0,2,0,正常
504,0,1,1,0,2,0,正常
505,0,0,2,0,2,0,正常
506,0,0,1,1,2,0,正常
507,0,0,1,1,2,0,正常
508,1,0,1,0,2,1,正常
509,0,1,1,0,2,1,正常
510,0,1,1,0,2,1,正常
511,0,0,2,0,2,1,正常
512,0,0,1,1,2,1,正常
513,0,0,1,1,2,1,正常
514,1,0,1,0,2,2,正常
515,0,1,1,0,2,2,正常
516,0,1,1,0,2,2,正常
517,0,0,2,0,2,2,正常
518,0,0,1,1,2,2,正常
519,0,0,1,1,2,2,正常
520,1,0,1,0,2,3,正常
521,0,1,1,0,2,3,正常
522,0,1,1,0,2,3,正常
523,0,0,2,0,2,3,正常
524,0,0,1,1,2,3,正常
525,0,0,1,1,2,3,正常
526,0,0,1,0,1,4,正常
527,0,0,1,0,1,4,正常
528,0,0,1,0,1,4,正常
529,0,0,1,0,1,4,正常
530,0,0,0,1,1,4,正常
531,0,0,0,1,1,4,正常
532,0,0,0,0,0,5,正常
533,0,0,0,0,0,0,正常
534,0,0,0,0,0,0,正常
535,0,0,0,0,0,0,正常
536,0,0,0,0,0,0,正常
537,1,0,0,0,1,0,正常
538,0,1,0,0,1,0,正常
539,0,1,0,0,1,0,正常
540,0,0,1,0,1,0,正常
541,0,0,1,0,1,0,正常
542,0,0,1,0,1,0,正常
543,1,0,1,0,2,0,正常
544,0,1,1,0,2,0,正常
545,0,1,1,0,2,0,正常
546,0,0,2,0,2,0,正常
547,0,0,1,1,2,0,正常
548,0,0,1,1,2,0,正常
549,1,0,1,0,2,1,正常
550,0,1,1,0,2,1,正常
551,0,1,1,0,2,1,正常
552,0,0,2,0,2,1,正常
553,0,0,1,1,2,1,正常
554,0,0,1,1,2,1,正常
555,1,0,1,0,2,2,正常
556,0,1,1,0,2,2,正常
557,0,1,1,0,2,2,正常
558,0,0,2,0,2,2,正常
559,0,0,1,1,2,2,正常
560,0,0,1,1,2,2,正常
561,1,0,1,0,2,3,正常
562,0,1,1,0,2,3,正常
563,0,1,1,0,2,3,正常
564,0,0,2,0,2,3,正常
565,0,0,1,1,2,3,正常
566,0,0,1,1,2,3,正常
567,0,0,1,0,1,4,正常
568,0,0,1,0,1,4,正常
569,0,0,1,0,1,4,正常
570,0,0,1,0,1,4,正常
571,0,0,0,1,1,4,正常
572,0,0,0,1,1,4,正常
573,0,0,0,0,0,5,正常
574,0,0,0,0,0,0,正常
575,0,0,0,0,0,0,正常
576,0,0,0,0,0,0,正常
577,0,0,0,0,0,0,正常
578,1,0,0,0,1,0,正常
579,0,1,0,0,1,0,正常
580,0,1,0,0,1,0,正常
581,0,0,1,0,1,0,正常
582,0,0,1,0,1,0,正常
583,0,0,1,0,1,0,正常
584,1,0,1,0,2,0,正常
585,0,1,1,0,2,0,正常
586,0,1,1,0,2,0,正常
587,0,0,2,0,2,0,正常
588,0,0,1,1,2,0,正常
589,0,0,1,1,2,0,正常
590,1,0,1,0,2,1,正常
591,0,1,1,0,2,1,正常
592,0,1,1,0,2,1,正常
593,0,0,2,0,2,1,正常
594,0,0,1,1,2,1,正常
595,0,0,1,1,2,1,正常
596,1,0,1,0,2,2,正常
597,0,1,1,0,2,2,正常
598,0,1,1,0,2,2,正常
599,0,0,2,0,2,2,正常
600,0,0,1,1,2,2,正常
601,0,0,1,1,2,2,正常
602,1,0,1,0,2,3,正常
603,0,1,1,0,2,3,正常
604,0,1,1,0,2,3,正常
605,0,0,2,0,2,3,正常
606,0,0,1,1,2,3,正常
607,0,0,1,1,2,3,正常
608,0,0,1,0,1,4,正常
609,0,0,1,0,1,4,正常
610,0,0,1,0,1,4,正常
611,0,0,1,0,1,4,正常
612,0,0,0,1,1,4,正常
613,0,0,0,1,1,4,正常
614,0,0,0,0,0,5,正常
615,0,0,0,0,0,0,正常
616,0,0,0,0,0,0,正常
617,0,0,0,0,0,0,正常
618,0,0,0,0,0,0,正常
619,1,0,0,0,1,0,正常
620,0,1,0,0,1,0,正常
621,0,1,0,0,1,0,正常
622,0,0,1,0,1,0,正常
623,0,0,1,0,1,0,正常
624,0,0,1,0,1,0,正常
625,1,0,1,0,2,0,正常
626,0,1,1,0,2,0,正常
627,0,1,1,0,2,0,正常
628,0,0,2,0,2,0,正常
629,0,0,1,1,2,0,正常
630,0,0,1,1,2,0,正常
631,1,0,1,0,2,1,正常
632,0,1,1,0,2,1,正常
633,0,1,1,0,2,1,正常
634,0,0,2,0,2,1,正常
635,0,0,1,1,2,1,正常
636,0,0,1,1,2,1,正常
637,1,0,1,0,2,2,正常
638,0,1,1,0,2,2,正常
639,0,1,1,0,2,2,正常
640,0,0,2,0,2,2,正常
641,0,0,1,1,2,2,正常
642,0,0,1,1,2,2,正常
643,1,0,1,0,2,3,正常
644,0,1,1,0,2,3,正常
645,0,1,1,0,2,3,正常
646,0,0,2,0,2,3,正常
647,0,0,1,1,2,3,正常
648,0,0,1,1,2,3,正常
649,0,0,1,0,1,4,正常
650,0,0,1,0,1,4,正常
651,0,0,1,0,1,4,正常
652,0,0,1,0,1,4,正常
653,0,0,0,1,1,4,正常
654,0,0,0,1,1,4,正常
655,0,0,0,0,0,5,正常
656,0,0,0,0,0,0,正常
657,0,0,0,0,0,0,正常
658,0,0,0,0,0,0,正常
659,0,0,0,0,0,0,正常
660,1,0,0,0,1,0,正常
661,0,1,0,0,1,0,正常
662,0,1,0,0,1,0,正常
663,0,0,1,0,1,0,正常
664,0,0,1,0,1,0,正常
665,0,0,1,0,1,0,正常
666,1,0,1,0,2,0,正常
667,0,1,1,0,2,0,正常
668,0,1,1,0,2,0,正常
669,0,0,2,0,2,0,正常
670,0,0,1,1,2,0,正常
671,0,0,1,1,2,0,正常
672,1,0,1,0,2,1,正常
673,0,1,1,0,2,1,正常
674,0,1,1,0,2,1,正常
675,0,0,2,0,2,1,正常
676,0,0,1,1,2,1,正常
677,0,0,1,1,2,1,正常
678,1,0,1,0,2,2,正常
679,0,1,1,0,2,2,正常
680,0,1,1,0,2,2,正常
681,0,0,2,0,2,2,正常
682,0,0,1,1,2,2,正常
683,0,0,1,1,2,2,正常
684,1,0,1,0,2,3,正常
685,0,1,1,0,2,3,正常
686,0,1,1,0,2,3,正常
687,0,0,2,0,2,3,正常
688,0,0,1,1,2,3,正常
689,0,0,1,1,2,3,正常
690,0,0,1,0,1,4,正常
691,0,0,1,0,1,4,正常
692,0,0,1,0,1,4,正常
693,0,0,1,0,1,4,正常
694,0,0,0,1,1,4,正常
695,0,0,0,1,1,4,正常
696,0,0,0,0,0,5,正常
697,0,0,0,0,0,0,正常
698,0,0,0,0,0,0,正常
699,0,0,0,0,0,0,正常
700,0,0,0,0,0,0,正常
701,1,0,0,0,1,0,正常
702,0,1,0,0,1,0,正常
703,0,1,0,0,1,0,正常
704,0,0,1,0,1,0,正常
705,0,0,1,0,1,0,正常
706,0,0,1,0,1,0,正常
707,1,0,1,0,2,0,正常
708,0,1,1,0,2,0,正常
709,0,1,1,0,2,0,正常
710,0,0,2,0,2,0,正常
711,0,0,1,1,2,0,正常
712,0,0,1,1,2,0,正常
713,1,0,1,0,2,1,正常
714,0,1,1,0,2,1,正常
715,0,1,1,0,2,1,正常
716,0,0,2,0,2,1,正常
717,0,0,1,1,2,1,正常
718,0,0,1,1,2,1,正常
719,1,0,1,0,2,2,正常
720,0,1,1,0,2,2,正常
721,0,1,1,0,2,2,正常
722,0,0,2,0,2,2,正常
723,0,0,1,1,2,2,正常
724,0,0,1,1,2,2,正常
725,1,0,1,0,2,3,正常
726,0,1,1,0,2,3,正常
727,0,1,1,0,2,3,正常
728,0,0,2,0,2,3,正常
729,0,0,1,1,2,3,正常
730,0,0,1,1,2,3,正常
731,0,0,1,0,1,4,正常
732,0,0,1,0,1,4,正常
733,0,0,1,0,1,4,正常
734,0,0,1,0,1,4,正常
735,0,0,0,1,1,4,正常
736,0,0,0,1,1,4,正常
737,0,0,0,0,0,5,正常
738,0,0,0,0,0,0,正常
739,0,0,0,0,0,0,正常
740,0,0,0,0,0,0,正常
741,0,0,0,0,0,0,正常
742,1,0,0,0,1,0,正常
743,0,1,0,0,1,0,正常
744,0,1,0,0,1,0,正常
745,0,0,1,0,1,0,正常
746,0,0,1,0,1,0,正常
747,0,0,1,0,1,0,正常
748,1,0,1,0,2,0,正常
749,0,1,1,0,2,0,正常
750,0,1,1,0,2,0,正常
751,0,0,2,0,2,0,正常
752,0,0,1,1,2,0,正常
753,0,0,1,1,2,0,正常
754,1,0,1,0,2,1,正常
755,0,1,1,0,2,1,正常
756,0,1,1,0,2,1,正常
757,0,0,2,0,2,1,正常
758,0,0,1,1,2,1,正常
759,0,0,1,1,2,1,正常
760,1,0,1,0,2,2,正常
761,0,1,1,0,2,2,正常
762,0,1,1,0,2,2,正常
763,0,0,2,0,2,2,正常
764,0,0,1,1,2,2,正常
765,0,0,1,1,2,2,正常
766,1,0,1,0,2,3,正常
767,0,1,1,0,2,3,正常
768,0,1,1,0,2,3,正常
769,0,0,2,0,2,3,正常
770,0,0,1,1,2,3,正常
771,0,0,1,1,2,3,正常
772,0,0,1,0,1,4,正常
773,0,0,1,0,1,4,正常
774,0,0,1,0,1,4,正常
775,0,0,1,0,1,4,正常
776,0,0,0,1,1,4,正常
777,0,0,0,1,1,4,正常
778,0,0,0,0,0,5,正常
779,0,0,0,0,0,0,正常
780,0,0,0,0,0,0,正常
781,0,0,0,0,0,0,正常
782,0,0,0,0,0,0,正常
783,1,0,0,0,1,0,正常
784,0,1,0,0,1,0,正常
785,0,1,0,0,1,0,正常
786,0,0,1,0,1,0,正常
787,0,0,1,0,1,0,正常
788,0,0,1,0,1,0,正常
789,1,0,1,0,2,0,正常
790,0,1,1,0,2,0,正常
791,0,1,1,0,2,0,正常
792,0,0,2,0,2,0,正常
793,0,0,1,1,2,0,正常
794,0,0,1,1,2,0,正常
795,1,0,1,0,2,1,正常
796,0,1,1,0,2,1,正常
797,0,1,1,0,2,1,正常
798,0,0,2,0,2,1,正常
799,0,0,1,1,2,1,正常
800,0,0,1,1,2,1,正常
801,1,0,1,0,2,2,正常
802,0,1,1,0,2,2,正常
803,0,1,1,0,2,2,正常
804,0,0,2,0,2,2,正常
805,0,0,1,1,2,2,正常
806,0,0,1,1,2,2,正常
807,1,0,1,0,2,3,正常
808,0,1,1,0,2,3,正常
809,0,1,1,0,2,3,正常
810,0,0,2,0,2,3,正常
811,0,0,1,1,2,3,正常
812,0,0,1,1,2,3,正常
813,0,0,1,0,1,4,正常
814,0,0,1,0,1,4,正常
815,0,0,1,0,1,4,正常
816,0,0,1,0,1,4,正常
817,0,0,0,1,1,4,正常
818,0,0,0,1,1,4,正常
