,s0_wip,s1_wip,s2_wip,s3_wip,total_wip,finish,state
815,1,1,12,0,14,5,正常
816,0,1,13,0,14,5,正常
817,1,1,13,0,15,5,正常
818,0,1,14,0,15,5,正常
819,1,1,13,1,16,5,正常
820,1,0,0,0,1,0,正常
821,0,1,0,0,1,0,正常
822,1,1,0,0,2,0,正常
823,0,1,1,0,2,0,正常
824,1,1,1,0,3,0,正常
825,0,1,2,0,3,0,正常
826,1,1,2,0,4,0,正常
827,0,1,3,0,4,0,正常
828,1,1,3,0,5,0,正常
829,0,1,4,0,5,0,正常
830,1,1,3,1,6,0,正常
831,0,1,4,1,6,0,正常
832,1,1,4,0,6,1,正常
833,0,1,5,0,6,1,正常
834,1,1,5,0,7,1,正常
835,0,1,6,0,7,1,正常
836,1,1,5,1,8,1,正常
837,0,1,6,1,8,1,正常
838,1,1,6,0,8,2,正常
839,0,1,7,0,8,2,正常
840,1,1,7,0,9,2,正常
841,0,1,8,0,9,2,正常
842,1,1,7,1,10,2,正常
843,0,1,8,1,10,2,正常
844,1,1,8,0,10,3,正常
845,0,1,9,0,10,3,正常
846,1,1,9,0,11,3,正常
847,0,1,10,0,11,3,正常
848,1,1,9,1,12,3,正常
849,0,1,10,1,12,3,正常
850,1,1,10,0,12,4,正常
851,0,1,11,0,12,4,正常
852,1,1,11,0,13,4,正常
853,0,1,12,0,13,4,正常
854,1,1,11,1,14,4,正常
855,0,1,12,1,14,4,正常
856,1,1,12,0,14,5,正常
857,0,1,13,0,14,5,正常
858,1,1,13,0,15,5,正常
859,0,1,14,0,15,5,正常
860,1,1,13,1,16,5,正常
